timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687473517765,54,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21438,136,5,5,https://pokeapi.co/api/v2/ability/stench,54,0,0
1687473517819,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,18930,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,46,0,0
1687473517820,45,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,18930,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,45,0,0
1687473517819,48,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,18926,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,48,0,0
1687473517820,47,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,18928,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,47,0,0
1687473517733,147,Pokemon.Ability chlorophyll,200,OK,Poke.Pokemon 1-3,text,true,,2526,129,5,5,https://pokeapi.co/api/v2/ability,147,0,0
1687473517866,61,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,18816,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,46,0,0
1687473517865,62,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,18824,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,47,0,0
1687473517868,60,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,18822,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,60,0,0
1687473517868,60,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,18824,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,60,0,0
1687473517882,61,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,21430,136,5,5,https://pokeapi.co/api/v2/ability/stench,61,0,0
1687473517928,62,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,20257,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,46,0,0
1687473517927,63,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,20257,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,63,0,0
1687473517928,63,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,20195,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,62,0,0
1687473517928,63,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,20259,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,62,0,0
1687473517944,62,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,18928,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,62,0,0
1687473517991,64,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,26341,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,62,0,0
1687473517991,66,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,26331,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,65,0,0
1687473517990,68,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,26327,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,67,0,0
1687473517991,68,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,26327,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,67,0,0
1687473518007,51,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,18824,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,51,0,0
1687473518055,60,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,22496,134,5,5,https://pokeapi.co/api/v2/ability/damp,45,0,0
1687473518058,58,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,22494,134,5,5,https://pokeapi.co/api/v2/ability/damp,57,0,0
1687473518060,57,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,20265,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,57,0,0
1687473518059,58,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,22490,134,5,5,https://pokeapi.co/api/v2/ability/damp,58,0,0
1687473518059,58,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,22494,134,5,5,https://pokeapi.co/api/v2/ability/damp,58,0,0
1687473518117,32,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,20037,136,5,5,https://pokeapi.co/api/v2/ability/limber,32,0,0
1687473518115,50,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,20035,136,5,5,https://pokeapi.co/api/v2/ability/limber,50,0,0
1687473518118,48,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,20043,136,5,5,https://pokeapi.co/api/v2/ability/limber,47,0,0
1687473518118,48,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,26332,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,47,0,0
1687473518118,59,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,20125,136,5,5,https://pokeapi.co/api/v2/ability/limber,47,0,0
1687473518149,45,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,21701,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,45,0,0
1687473518166,43,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21693,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,43,0,0
1687473518166,59,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,21691,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,59,0,0
1687473518178,55,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,21694,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,50,0,0
1687473518194,97,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,24550,136,5,5,https://pokeapi.co/api/v2/ability/static,97,0,0
1687473518210,88,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,24558,136,5,5,https://pokeapi.co/api/v2/ability/static,88,0,0
1687473518226,74,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,24552,136,5,5,https://pokeapi.co/api/v2/ability/static,74,0,0
1687473518233,67,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,24582,136,5,5,https://pokeapi.co/api/v2/ability/static,67,0,0
1687473518166,153,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,22482,134,5,5,https://pokeapi.co/api/v2/ability/damp,153,0,0
1687473518292,39,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,21959,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,39,0,0
1687473518299,32,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21953,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,32,0,0
1687473518301,39,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,21951,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,35,0,0
1687473518301,42,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,21944,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,39,0,0
1687473518320,56,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,20123,136,5,5,https://pokeapi.co/api/v2/ability/limber,56,0,0
1687473518332,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,22668,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,46,0,0
1687473518332,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,22680,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,46,0,0
1687473518340,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,22676,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,38,0,0
1687473518344,41,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,22671,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,41,0,0
1687473518377,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,21697,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,40,0,0
1687473518379,44,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,22172,139,5,5,https://pokeapi.co/api/v2/ability/oblivious,38,0,0
1687473518379,45,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,22172,139,5,5,https://pokeapi.co/api/v2/ability/oblivious,44,0,0
1687473518378,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,22170,139,5,5,https://pokeapi.co/api/v2/ability/oblivious,46,0,0
1687473518386,47,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,22165,139,5,5,https://pokeapi.co/api/v2/ability/oblivious,46,0,0
1687473518417,44,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,24550,136,5,5,https://pokeapi.co/api/v2/ability/static,34,0,0
1687473518424,47,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,18638,140,5,5,https://pokeapi.co/api/v2/ability/cloud-nine,44,0,0
1687473518424,48,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,18634,140,5,5,https://pokeapi.co/api/v2/ability/cloud-nine,47,0,0
1687473518424,48,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,18638,140,5,5,https://pokeapi.co/api/v2/ability/cloud-nine,48,0,0
1687473518433,54,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,18639,140,5,5,https://pokeapi.co/api/v2/ability/cloud-nine,45,0,0
1687473518472,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,20413,143,5,5,https://pokeapi.co/api/v2/ability/compound-eyes,37,0,0
1687473518472,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,20411,143,5,5,https://pokeapi.co/api/v2/ability/compound-eyes,38,0,0
1687473518461,49,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,21951,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,49,0,0
1687473518472,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,20403,143,5,5,https://pokeapi.co/api/v2/ability/compound-eyes,38,0,0
1687473518488,42,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,20407,143,5,5,https://pokeapi.co/api/v2/ability/compound-eyes,39,0,0
1687473518510,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,21108,138,5,5,https://pokeapi.co/api/v2/ability/insomnia,34,0,0
1687473518510,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21108,138,5,5,https://pokeapi.co/api/v2/ability/insomnia,40,0,0
1687473518511,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,22677,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,39,0,0
1687473518511,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,21110,138,5,5,https://pokeapi.co/api/v2/ability/insomnia,39,0,0
1687473518530,39,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,21108,138,5,5,https://pokeapi.co/api/v2/ability/insomnia,37,0,0
1687473518551,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,20423,142,5,5,https://pokeapi.co/api/v2/ability/color-change,38,0,0
1687473518551,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,22170,139,5,5,https://pokeapi.co/api/v2/ability/oblivious,38,0,0
1687473518551,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,20417,142,5,5,https://pokeapi.co/api/v2/ability/color-change,38,0,0
1687473518550,43,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,20423,142,5,5,https://pokeapi.co/api/v2/ability/color-change,43,0,0
1687473518570,41,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,20423,142,5,5,https://pokeapi.co/api/v2/ability/color-change,37,0,0
1687473518590,39,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,19261,138,5,5,https://pokeapi.co/api/v2/ability/immunity,39,0,0
1687473518590,39,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,18647,140,5,5,https://pokeapi.co/api/v2/ability/cloud-nine,39,0,0
1687473518593,37,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,19269,138,5,5,https://pokeapi.co/api/v2/ability/immunity,36,0,0
1687473518590,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,19255,138,5,5,https://pokeapi.co/api/v2/ability/immunity,39,0,0
1687473518611,42,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,19257,138,5,5,https://pokeapi.co/api/v2/ability/immunity,39,0,0
1687473518630,33,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,25239,140,5,5,https://pokeapi.co/api/v2/ability/flash-fire,32,0,0
1687473518631,32,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,25245,140,5,5,https://pokeapi.co/api/v2/ability/flash-fire,31,0,0
1687473518631,32,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,25243,140,5,5,https://pokeapi.co/api/v2/ability/flash-fire,31,0,0
1687473518663,42,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21300,141,5,5,https://pokeapi.co/api/v2/ability/shield-dust,42,0,0
1687473518664,53,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,21300,141,5,5,https://pokeapi.co/api/v2/ability/shield-dust,53,0,0
1687473518665,52,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,21300,141,5,5,https://pokeapi.co/api/v2/ability/shield-dust,52,0,0
1687473518653,65,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,25235,140,5,5,https://pokeapi.co/api/v2/ability/flash-fire,64,0,0
1687473518705,33,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,22233,139,5,5,https://pokeapi.co/api/v2/ability/own-tempo,33,0,0
1687473518718,42,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,22223,139,5,5,https://pokeapi.co/api/v2/ability/own-tempo,42,0,0
1687473518718,43,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,22219,139,5,5,https://pokeapi.co/api/v2/ability/own-tempo,42,0,0
1687473518718,44,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,21304,141,5,5,https://pokeapi.co/api/v2/ability/shield-dust,44,0,0
1687473518630,149,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,20386,143,5,5,https://pokeapi.co/api/v2/ability/compound-eyes,149,0,0
1687473518762,85,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,22221,139,5,5,https://pokeapi.co/api/v2/ability/own-tempo,85,0,0
1687473518780,129,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,21106,138,5,5,https://pokeapi.co/api/v2/ability/insomnia,129,0,0
1687473518740,169,Pokemon.Pokemon 1,200,OK,Poke.Pokemon 1-1,text,true,,220959,131,5,5,https://pokeapi.co/api/v2/pokemon/1,30,0,0
1687473518760,231,Pokemon.Pokemon 2,200,OK,Poke.Pokemon 1-2,text,true,,193750,131,5,5,https://pokeapi.co/api/v2/pokemon/2,35,0,0
1687473518761,265,Pokemon.Pokemon 3,200,OK,Poke.Pokemon 1-5,text,true,,227738,131,5,5,https://pokeapi.co/api/v2/pokemon/3,34,0,0
1687473518909,133,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,20423,142,5,5,https://pokeapi.co/api/v2/ability/color-change,133,0,0
1687473518913,129,Pokemon.Ability chlorophyll,200,OK,Poke.Pokemon 1-1,text,true,,2528,129,5,5,https://pokeapi.co/api/v2/ability,129,0,0
1687473518996,46,Pokemon.Ability overgrow,200,OK,Poke.Pokemon 1-2,text,true,,2532,129,5,5,https://pokeapi.co/api/v2/ability,46,0,0
1687473519029,44,Pokemon.Ability overgrow,200,OK,Poke.Pokemon 1-5,text,true,,2530,129,5,5,https://pokeapi.co/api/v2/ability,44,0,0
1687473519043,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21436,136,5,5,https://pokeapi.co/api/v2/ability/stench,30,0,0
1687473519043,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,19218,138,5,5,https://pokeapi.co/api/v2/ability/immunity,46,0,0
1687473519043,61,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,21436,136,5,5,https://pokeapi.co/api/v2/ability/stench,47,0,0
1687473519074,62,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,21438,136,5,5,https://pokeapi.co/api/v2/ability/stench,46,0,0
1687473519089,75,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,18928,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,75,0,0
1687473519090,74,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,25239,140,5,5,https://pokeapi.co/api/v2/ability/flash-fire,74,0,0
1687473519105,60,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,18922,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,60,0,0
1687473519165,34,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,18832,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,34,0,0
1687473519165,50,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,21310,141,5,5,https://pokeapi.co/api/v2/ability/shield-dust,50,0,0
1687473519136,94,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,18928,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,94,0,0
1687473519165,80,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,18818,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,66,0,0
1687473519199,47,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,20261,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,47,0,0
1687473518848,398,Pokemon.Pokemon 4,200,OK,Poke.Pokemon 1-4,text,true,,255543,131,5,5,https://pokeapi.co/api/v2/pokemon/4,143,0,0
1687473519230,32,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,18828,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,31,0,0
1687473519215,47,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,22233,139,5,5,https://pokeapi.co/api/v2/ability/own-tempo,46,0,0
1687473519250,43,Pokemon.Ability blaze,200,OK,Poke.Pokemon 1-4,text,true,,2536,129,5,5,https://pokeapi.co/api/v2/ability,43,0,0
1687473519247,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,26337,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,46,0,0
1687473519246,62,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,20257,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,47,0,0
1687473519262,47,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,20255,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,47,0,0
1687473519294,62,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,22502,134,5,5,https://pokeapi.co/api/v2/ability/damp,61,0,0
1687473519309,74,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,26331,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,62,0,0
1687473519293,91,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,21398,136,5,5,https://pokeapi.co/api/v2/ability/stench,91,0,0
1687473519309,75,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,26333,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,75,0,0
1687473519356,28,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,20041,136,5,5,https://pokeapi.co/api/v2/ability/limber,28,0,0
1687473519384,50,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,22494,134,5,5,https://pokeapi.co/api/v2/ability/damp,34,0,0
1687473519385,52,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21693,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,49,0,0
1687473519385,59,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,22498,134,5,5,https://pokeapi.co/api/v2/ability/damp,59,0,0
1687473519384,61,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,18926,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,61,0,0
1687473519262,183,Pokemon.Pokemon 5,200,OK,Poke.Pokemon 1-3,text,true,,223427,131,5,5,https://pokeapi.co/api/v2/pokemon/5,47,0,0
1687473519435,51,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,20035,136,5,5,https://pokeapi.co/api/v2/ability/limber,51,0,0
1687473519437,49,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,24550,136,5,5,https://pokeapi.co/api/v2/ability/static,49,0,0
1687473519446,41,Pokemon.Ability solar-power,200,OK,Poke.Pokemon 1-3,text,true,,2530,129,5,5,https://pokeapi.co/api/v2/ability,41,0,0
1687473519445,43,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,20041,136,5,5,https://pokeapi.co/api/v2/ability/limber,43,0,0
1687473519445,50,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,18822,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,46,0,0
1687473519487,35,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,21695,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,29,0,0
1687473519487,36,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,21949,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,35,0,0
1687473519488,45,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,21430,136,5,5,https://pokeapi.co/api/v2/ability/stench,35,0,0
1687473519488,45,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,21695,139,5,5,https://pokeapi.co/api/v2/ability/sand-veil,45,0,0
1687473519496,48,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,20193,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,48,0,0
1687473519523,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,24546,136,5,5,https://pokeapi.co/api/v2/ability/static,40,0,0
1687473519523,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,22680,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,40,0,0
1687473519533,42,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,18930,137,5,5,https://pokeapi.co/api/v2/ability/drizzle,42,0,0
1687473519534,46,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,24546,136,5,5,https://pokeapi.co/api/v2/ability/static,42,0,0
1687473519564,42,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,21945,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,39,0,0
1687473519564,52,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,22166,139,5,5,https://pokeapi.co/api/v2/ability/oblivious,42,0,0
1687473519545,71,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,26331,136,5,5,https://pokeapi.co/api/v2/ability/sturdy,47,0,0
1687473519576,41,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,18818,141,5,5,https://pokeapi.co/api/v2/ability/speed-boost,41,0,0
1687473519580,52,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,21949,141,5,5,https://pokeapi.co/api/v2/ability/volt-absorb,46,0,0
1687473519617,25,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,18640,140,5,5,https://pokeapi.co/api/v2/ability/cloud-nine,25,0,0
1687473519607,41,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,22680,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,34,0,0
1687473519617,38,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-3,text,true,,20259,142,5,5,https://pokeapi.co/api/v2/ability/battle-armor,34,0,0
1687473519617,53,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-4,text,true,,22496,134,5,5,https://pokeapi.co/api/v2/ability/damp,42,0,0
1687473519633,49,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-2,text,true,,22678,142,5,5,https://pokeapi.co/api/v2/ability/water-absorb,37,0,0
1687473519642,40,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-1,text,true,,20403,143,5,5,https://pokeapi.co/api/v2/ability/compound-eyes,40,0,0
1687473519648,39,GET Pokemons with this abilities,200,OK,Poke.Pokemon 1-5,text,true,,22170,139,5,5,https://pokeapi.co/api/v2/ability/oblivious,39,0,0
